anonuser,mealplanid,Item.Name,Item.Cost,Vendor,days,hrs,mins,country,gender,major,yeargroup
1008,20 GHC Limit Account,PACK,0.5,Mannies Catering LTD,Friday,22,8,Ghana,Male,CS,2018
1008,20 GHC Limit Account,PACK,0.5,Mannies Catering LTD,Friday,22,8,Ghana,Male,CS,2018
1008,20 GHC Limit Account,PACK,0.5,Mannies Catering LTD,Friday,22,8,Ghana,Male,CS,2018
1008,20 GHC Limit Account,PACK,0.5,Mannies Catering LTD,Friday,22,8,Ghana,Male,CS,2018
1008,20 GHC Limit Account,PACK,0.5,Mannies Catering LTD,Friday,22,8,Ghana,Male,CS,2018
1008,20 GHC Limit Account,PACK,0.5,Mannies Catering LTD,Friday,22,8,Ghana,Male,CS,2018
1008,20 GHC Limit Account,PACK,0.5,Mannies Catering LTD,Friday,22,8,Ghana,Male,CS,2018
1059,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,21,39,Gambia,Male,Unkn,2018
1059,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,21,39,Gambia,Male,Unkn,2018
1059,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,21,39,Gambia,Male,Unkn,2018
1059,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,21,39,Gambia,Male,Unkn,2018
1059,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,21,39,Gambia,Male,Unkn,2018
1059,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,21,39,Gambia,Male,Unkn,2018
1059,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,21,39,Gambia,Male,Unkn,2018
1059,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,21,39,Gambia,Male,Unkn,2018
1059,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,21,39,Gambia,Male,Unkn,2018
1059,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,21,39,Gambia,Male,Unkn,2018
1059,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,21,39,Gambia,Male,Unkn,2018
1131,15 GHC Limit Account,WATER SMALL,1,Mannies Catering LTD,Friday,21,30,Ghana,Female,CS,2018
1144,20 GHC Limit Account,BB COCKTAIL,3,Mannies Catering LTD,Friday,21,20,Nigeria,Male,BA,2017
1144,20 GHC Limit Account,BB COCKTAIL,3,Mannies Catering LTD,Friday,21,20,Nigeria,Male,BA,2017
1144,20 GHC Limit Account,MEAT PIE,2,Mannies Catering LTD,Friday,21,20,Nigeria,Male,BA,2017
1058,MCF Account,JOLLOF & CHICKEN,7,Mannies Catering LTD,Friday,21,18,Ghana,Male,BA,2017
1058,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,21,18,Ghana,Male,BA,2017
1058,MCF Account,VIMTO,2,Mannies Catering LTD,Friday,21,18,Ghana,Male,BA,2017
1005,15 GHC Limit Account,MP FANDANGO,2.75,Akorno Catering LTD,Friday,21,15,Benin,Male,CS,2017
1053,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,21,9,Ghana,Male,CS,2017
1053,MCF Account,H-WAAKYE/OMLET,5,Mannies Catering LTD,Friday,21,9,Ghana,Male,CS,2017
1070,15 GHC Limit Account,Small Bottle Water,1,Akorno Catering LTD,Friday,21,8,Ghana,Female,BA,2017
1149,15 GHC Limit Account,JOLLOF & CHICKEN,7,Mannies Catering LTD,Friday,21,6,Ghana,Female,CS,2017
1149,15 GHC Limit Account,PACK,0.5,Mannies Catering LTD,Friday,21,6,Ghana,Female,CS,2017
1120,20 GHC Limit Account,Small Bottle Water,1,Akorno Catering LTD,Friday,21,5,Ghana,Female,MIS,2017
1120,20 GHC Limit Account,Classic:Saffron Rice,5.2,Akorno Catering LTD,Friday,21,4,Ghana,Female,MIS,2017
1043,15 GHC Limit Account,PACK,0.5,Mannies Catering LTD,Friday,21,4,Ghana,Male,CS,2018
1043,15 GHC Limit Account,PACK,0.5,Mannies Catering LTD,Friday,21,4,Ghana,Male,CS,2018
1043,15 GHC Limit Account,PACK,0.5,Mannies Catering LTD,Friday,21,4,Ghana,Male,CS,2018
1043,15 GHC Limit Account,PACK,0.5,Mannies Catering LTD,Friday,21,4,Ghana,Male,CS,2018
1043,15 GHC Limit Account,PACK,0.5,Mannies Catering LTD,Friday,21,4,Ghana,Male,CS,2018
1043,15 GHC Limit Account,PACK,0.5,Mannies Catering LTD,Friday,21,4,Ghana,Male,CS,2018
1043,15 GHC Limit Account,PACK,0.5,Mannies Catering LTD,Friday,21,4,Ghana,Male,CS,2018
1043,15 GHC Limit Account,PACK,0.5,Mannies Catering LTD,Friday,21,4,Ghana,Male,CS,2018
1106,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,21,1,Kenya,Female,Unkn,2018
1106,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,21,1,Kenya,Female,Unkn,2018
1106,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,21,1,Kenya,Female,Unkn,2018
1106,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,21,1,Kenya,Female,Unkn,2018
1106,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,21,1,Kenya,Female,Unkn,2018
1106,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,21,1,Kenya,Female,Unkn,2018
1106,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,21,1,Kenya,Female,Unkn,2018
1106,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,21,1,Kenya,Female,Unkn,2018
1106,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,21,1,Kenya,Female,Unkn,2018
1086,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,20,53,Ghana,Male,BA,2018
1086,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,20,53,Ghana,Male,BA,2018
1086,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,20,53,Ghana,Male,BA,2018
1086,MCF Account,JOLLOF & CHICKEN SAUCE,9,Mannies Catering LTD,Friday,20,51,Ghana,Male,BA,2018
1086,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,20,51,Ghana,Male,BA,2018
1111,MCF Account,MP FANDANGO,2.75,Akorno Catering LTD,Friday,20,42,Ghana,Male,CS,2018
1111,MCF Account,MP FANDANGO,2.75,Akorno Catering LTD,Friday,20,42,Ghana,Male,CS,2018
1111,MCF Account,Small Bottle Water,1,Akorno Catering LTD,Friday,20,42,Ghana,Male,CS,2018
1111,MCF Account,Small Bottle Water,1,Akorno Catering LTD,Friday,20,42,Ghana,Male,CS,2018
1082,MCF Account,Classic: Jollof Rice,5.2,Akorno Catering LTD,Friday,20,40,Ghana,Female,Unkn,2018
1082,MCF Account,MP FANDANGO,2.75,Akorno Catering LTD,Friday,20,40,Ghana,Female,Unkn,2018
1082,MCF Account,Small Bottle Water,1,Akorno Catering LTD,Friday,20,40,Ghana,Female,Unkn,2018
1082,MCF Account, MP TAKEOUT PACK,0.55,Akorno Catering LTD,Friday,20,40,Ghana,Female,Unkn,2018
1157,20 GHC Limit Account, MP TAKEOUT PACK,0.55,Akorno Catering LTD,Friday,20,28,Ghana,Male,Unkn,2018
1157,20 GHC Limit Account,Classic: Jollof Rice,5.2,Akorno Catering LTD,Friday,20,27,Ghana,Male,Unkn,2018
1157,20 GHC Limit Account,MP FANDANGO,2.75,Akorno Catering LTD,Friday,20,27,Ghana,Male,Unkn,2018
1158,MCF Account,FRENCH FRIES& CHK,7,Mannies Catering LTD,Friday,20,24,Ghana,Female,BA,2017
1158,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,20,24,Ghana,Female,BA,2017
1158,MCF Account,H-WAAKYE/OMLET,5,Mannies Catering LTD,Friday,20,24,Ghana,Female,BA,2017
1158,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,20,24,Ghana,Female,BA,2017
1149,15 GHC Limit Account,Deluxe:Chips & Chicken,6.9,Akorno Catering LTD,Friday,20,23,Ghana,Female,CS,2017
1027,MCF Account,MANNIES SP F,9,Mannies Catering LTD,Friday,20,23,Sierra Leone,Female,BA,2017
1027,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,20,23,Sierra Leone,Female,BA,2017
1027,MCF Account,SPRING ROLL,1.5,Mannies Catering LTD,Friday,20,23,Sierra Leone,Female,BA,2017
1027,MCF Account,SPRING ROLL,1.5,Mannies Catering LTD,Friday,20,23,Sierra Leone,Female,BA,2017
1027,MCF Account,COKE 0.5 PET,3,Mannies Catering LTD,Friday,20,23,Sierra Leone,Female,BA,2017
1039,20 GHC Limit Account,Deluxe:Chips & Chicken,6.9,Akorno Catering LTD,Friday,20,18,Ghana,Male,CS,2017
1150,20 GHC Limit Account,Classic:Stir fry spaghetti,5.2,Akorno Catering LTD,Friday,20,17,Ghana,Male,CS,2018
1150,20 GHC Limit Account,Small Bottle Water,1,Akorno Catering LTD,Friday,20,17,Ghana,Male,CS,2018
1151,MCF Account,MP FANICE,0.99,Akorno Catering LTD,Friday,20,16,Ghana,Male,Unkn,2018
1151,MCF Account,MP FANICE,0.99,Akorno Catering LTD,Friday,20,16,Ghana,Male,Unkn,2018
1076,MCF Account,BREAD ONLY,1,Mannies Catering LTD,Friday,20,15,Rwanda,Male,MIS,2018
1076,MCF Account,BREAD ONLY,1,Mannies Catering LTD,Friday,20,15,Rwanda,Male,MIS,2018
1072,20 GHC Limit Account,Chocolate Drink,2,Akorno Catering LTD,Friday,20,15,Ghana,Female,Unkn,2018
1047,20 GHC Limit Account,H-WAAKYE/OMLET,5,Mannies Catering LTD,Friday,20,13,Nigeria,Female,BA,2017
1047,20 GHC Limit Account,PACK,0.5,Mannies Catering LTD,Friday,20,13,Nigeria,Female,BA,2017
1050,MCF Account,Fresh Milk,3.9,Akorno Catering LTD,Friday,20,13,Rwanda,Female,CS,2018
1037,MCF Account,Classic:Stir fry spaghetti,5.2,Akorno Catering LTD,Friday,20,12,Ghana,Female,BA,2018
1037,MCF Account,Just Jollof,2.5,Akorno Catering LTD,Friday,20,12,Ghana,Female,BA,2018
1037,MCF Account,MP FANDANGO,2.75,Akorno Catering LTD,Friday,20,12,Ghana,Female,BA,2018
1037,MCF Account,Small Bottle Water,1,Akorno Catering LTD,Friday,20,12,Ghana,Female,BA,2018
1062,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,20,12,Ghana,Male,BA,2017
1062,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,20,12,Ghana,Male,BA,2017
1062,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,20,12,Ghana,Male,BA,2017
1062,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,20,12,Ghana,Male,BA,2017
1062,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,20,12,Ghana,Male,BA,2017
1062,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,20,12,Ghana,Male,BA,2017
1145,17 GHC Limit Account,COKE 0.5 PET,3,Mannies Catering LTD,Friday,20,9,Ghana,Male,CS,2017
1145,17 GHC Limit Account,WATER SMALL,1,Mannies Catering LTD,Friday,20,9,Ghana,Male,CS,2017
1061,MCF Account,VIMTO,2,Mannies Catering LTD,Friday,20,1,Gambia,Male,Unkn,2018
1061,MCF Account,JOLLOF & CHICKEN,7,Mannies Catering LTD,Friday,20,1,Gambia,Male,Unkn,2018
1018,MCF Account,TABLET ,2,Mannies Catering LTD,Friday,20,0,Ghana,Male,Unkn,2018
1018,MCF Account,TABLET ,2,Mannies Catering LTD,Friday,20,0,Ghana,Male,Unkn,2018
1018,MCF Account,MILO MIX,2.5,Mannies Catering LTD,Friday,20,0,Ghana,Male,Unkn,2018
1115,MCF Account,MILO MIX,2.5,Mannies Catering LTD,Friday,20,0,Uganda,Male,CS,2018
1115,MCF Account,MILO MIX,2.5,Mannies Catering LTD,Friday,20,0,Uganda,Male,CS,2018
1115,MCF Account,BREAD ONLY,1,Mannies Catering LTD,Friday,20,0,Uganda,Male,CS,2018
1115,MCF Account,BREAD ONLY,1,Mannies Catering LTD,Friday,20,0,Uganda,Male,CS,2018
1115,MCF Account,BREAD ONLY,1,Mannies Catering LTD,Friday,20,0,Uganda,Male,CS,2018
1115,MCF Account,BREAD ONLY,1,Mannies Catering LTD,Friday,20,0,Uganda,Male,CS,2018
1014,MCF Account,SAUSAGE,0.7,Mannies Catering LTD,Friday,19,59,Ghana,Female,BA,2018
1014,MCF Account,COKE 0.5 PET,3,Mannies Catering LTD,Friday,19,59,Ghana,Female,BA,2018
1124,20 GHC Limit Account,PACK,0.5,Mannies Catering LTD,Friday,19,56,Ghana,Female,BA,2018
1124,20 GHC Limit Account,PACK,0.5,Mannies Catering LTD,Friday,19,56,Ghana,Female,BA,2018
1124,20 GHC Limit Account,PACK,0.5,Mannies Catering LTD,Friday,19,56,Ghana,Female,BA,2018
1124,20 GHC Limit Account,PACK,0.5,Mannies Catering LTD,Friday,19,56,Ghana,Female,BA,2018
1117,MCF Account,Classic:Saffron Rice,5.2,Akorno Catering LTD,Friday,19,56,Ghana,Male,CS,2018
1117,MCF Account,MP FANDANGO,2.75,Akorno Catering LTD,Friday,19,56,Ghana,Male,CS,2018
1117,MCF Account,Small Bottle Water,1,Akorno Catering LTD,Friday,19,56,Ghana,Male,CS,2018
1069,20 GHC Limit Account,H-WAAKYE/OMLET,5,Mannies Catering LTD,Friday,19,55,Ghana,Female,BA,2018
1124,20 GHC Limit Account,FRENCH FRIES& CHK,7,Mannies Catering LTD,Friday,19,54,Ghana,Female,BA,2018
1124,20 GHC Limit Account,PACK,0.5,Mannies Catering LTD,Friday,19,54,Ghana,Female,BA,2018
1124,20 GHC Limit Account,COKE 0.5 PET,3,Mannies Catering LTD,Friday,19,54,Ghana,Female,BA,2018
1093,MCF Account,Minerals,2,Akorno Catering LTD,Friday,19,53,Ghana,Male,BA,2018
1023,MCF Account,Small Bottle Water,1,Akorno Catering LTD,Friday,19,51,Ghana,Female,BA,2017
1023,MCF Account,Small Bottle Water,1,Akorno Catering LTD,Friday,19,51,Ghana,Female,BA,2017
1093,MCF Account,Deluxe:Plain Rice ,6.9,Akorno Catering LTD,Friday,19,50,Ghana,Male,BA,2018
1093,MCF Account,Small Bottle Water,1,Akorno Catering LTD,Friday,19,50,Ghana,Male,BA,2018
1130,20 GHC Limit Account,YAM CHIPS & CHK,7,Mannies Catering LTD,Friday,19,47,Ghana,Female,BA,2017
1130,20 GHC Limit Account,PACK,0.5,Mannies Catering LTD,Friday,19,47,Ghana,Female,BA,2017
1025,20 GHC Limit Account,COKE 0.5 PET,3,Mannies Catering LTD,Friday,19,46,Ghana,Male,MIS,2018
1025,20 GHC Limit Account,TABLET ,2,Mannies Catering LTD,Friday,19,46,Ghana,Male,MIS,2018
1025,20 GHC Limit Account,TABLET ,2,Mannies Catering LTD,Friday,19,46,Ghana,Male,MIS,2018
1078,MCF Account,Classic:Boiled Yam,5.2,Akorno Catering LTD,Friday,19,43,Ghana,Female,BA,2018
1078,MCF Account,Small Bottle Water,1,Akorno Catering LTD,Friday,19,43,Ghana,Female,BA,2018
1078,MCF Account,Small Bottle Water,1,Akorno Catering LTD,Friday,19,43,Ghana,Female,BA,2018
1132,MCF Account,BB COCKTAIL,3,Mannies Catering LTD,Friday,19,43,Kenya,Female,CS,2018
1132,MCF Account,MAGIC MALT CAN,2.5,Mannies Catering LTD,Friday,19,43,Kenya,Female,CS,2018
1132,MCF Account,MAGIC MALT CAN,2.5,Mannies Catering LTD,Friday,19,43,Kenya,Female,CS,2018
1132,MCF Account,BB COCKTAIL,3,Mannies Catering LTD,Friday,19,43,Kenya,Female,CS,2018
1132,MCF Account,WATER SMALL,1,Mannies Catering LTD,Friday,19,43,Kenya,Female,CS,2018
1090,20 GHC Limit Account,PLAIN RICE & CHICKEN,7,Mannies Catering LTD,Friday,19,42,Ghana,Male,MIS,2018
1090,20 GHC Limit Account,PLANTAIN,1,Mannies Catering LTD,Friday,19,42,Ghana,Male,MIS,2018
1090,20 GHC Limit Account,PLANTAIN,1,Mannies Catering LTD,Friday,19,42,Ghana,Male,MIS,2018
1090,20 GHC Limit Account,PACK,0.5,Mannies Catering LTD,Friday,19,42,Ghana,Male,MIS,2018
1042,15 GHC Limit Account,CHICKEN SALAD,5,Mannies Catering LTD,Friday,19,41,Ghana,Female,BA,2018
1135,MCF Account,MP FANICE,0.99,Akorno Catering LTD,Friday,19,40,Swaziland,Male,CS,2018
1135,MCF Account,MP FANICE,0.99,Akorno Catering LTD,Friday,19,40,Swaziland,Male,CS,2018
1014,MCF Account,OMELET,2,Mannies Catering LTD,Friday,19,39,Ghana,Female,BA,2018
1014,MCF Account,OMELET,2,Mannies Catering LTD,Friday,19,39,Ghana,Female,BA,2018
1014,MCF Account,SAUSAGE,0.7,Mannies Catering LTD,Friday,19,39,Ghana,Female,BA,2018
1014,MCF Account,SAUSAGE,0.7,Mannies Catering LTD,Friday,19,39,Ghana,Female,BA,2018
1014,MCF Account,COKE 0.5 PET,3,Mannies Catering LTD,Friday,19,39,Ghana,Female,BA,2018
1034,15 GHC Limit Account,BB COCKTAIL,3,Mannies Catering LTD,Friday,19,38,Ghana,Male,BA,2018
1034,15 GHC Limit Account,BB COCKTAIL,3,Mannies Catering LTD,Friday,19,38,Ghana,Male,BA,2018
1012,20 GHC Limit Account,H-WAAKYE/OMLET,5,Mannies Catering LTD,Friday,19,36,Ghana,Female,BA,2018
1012,20 GHC Limit Account,H-WAAKYE/OMLET,5,Mannies Catering LTD,Friday,19,36,Ghana,Female,BA,2018
1012,20 GHC Limit Account,PACK,0.5,Mannies Catering LTD,Friday,19,36,Ghana,Female,BA,2018
1012,20 GHC Limit Account,PACK,0.5,Mannies Catering LTD,Friday,19,36,Ghana,Female,BA,2018
1101,MCF Account,PLAIN RICE & CHICKEN,7,Mannies Catering LTD,Friday,19,36,Gambia,Female,Unkn,2018
1110,MCF Account,MP FANDANGO,2.75,Akorno Catering LTD,Friday,19,35,Kenya,Female,BA,2018
1110,MCF Account,MP FANDANGO,2.75,Akorno Catering LTD,Friday,19,35,Kenya,Female,BA,2018
1110,MCF Account,Small Bottle Water,1,Akorno Catering LTD,Friday,19,35,Kenya,Female,BA,2018
1110,MCF Account,Small Bottle Water,1,Akorno Catering LTD,Friday,19,35,Kenya,Female,BA,2018
1110,MCF Account,Small Bottle Water,1,Akorno Catering LTD,Friday,19,35,Kenya,Female,BA,2018
1110,MCF Account,Small Bottle Water,1,Akorno Catering LTD,Friday,19,35,Kenya,Female,BA,2018
1022,MCF Account,H-WAAKYE/OMLET,5,Mannies Catering LTD,Friday,19,34,Rwanda,Female,Unkn,2018
1022,MCF Account,MEAT PIE,2,Mannies Catering LTD,Friday,19,34,Rwanda,Female,Unkn,2018
1022,MCF Account,MEAT PIE,2,Mannies Catering LTD,Friday,19,34,Rwanda,Female,Unkn,2018
1022,MCF Account,MEAT PIE,2,Mannies Catering LTD,Friday,19,34,Rwanda,Female,Unkn,2018
1022,MCF Account,WATER SMALL,1,Mannies Catering LTD,Friday,19,34,Rwanda,Female,Unkn,2018
1011,MCF Account,MAGIC MALT CAN,2.5,Mannies Catering LTD,Friday,19,30,Ghana,Male,BA,2017
1011,MCF Account,MEAT PIE,2,Mannies Catering LTD,Friday,19,30,Ghana,Male,BA,2017
1145,17 GHC Limit Account,WAAHYE & B.EGG,7,Mannies Catering LTD,Friday,19,30,Ghana,Male,CS,2017
1145,17 GHC Limit Account,WATER SMALL,1,Mannies Catering LTD,Friday,19,30,Ghana,Male,CS,2017
1028,MCF Account,Deluxe:Chips & Chicken,6.9,Akorno Catering LTD,Friday,19,28,Kenya,Female,CS,2018
1028,MCF Account, MP TAKEOUT PACK,0.55,Akorno Catering LTD,Friday,19,28,Kenya,Female,CS,2018
1028,MCF Account,Big Bottle Water,2.2,Akorno Catering LTD,Friday,19,28,Kenya,Female,CS,2018
1089,MCF Account,Classic:Boiled Yam,5.2,Akorno Catering LTD,Friday,19,26,Ghana,Male,BA,2017
1007,MCF Account,MAGIC MALT CAN,2.5,Mannies Catering LTD,Friday,19,23,Ghana,Female,BA,2018
1154,MCF Account,JOLLOF & CHICKEN,7,Mannies Catering LTD,Friday,19,23,Ghana,Male,BA,2017
1154,MCF Account,WATER SMALL,1,Mannies Catering LTD,Friday,19,23,Ghana,Male,BA,2017
1154,MCF Account,WATER SMALL,1,Mannies Catering LTD,Friday,19,23,Ghana,Male,BA,2017
1154,MCF Account,WATER SMALL,1,Mannies Catering LTD,Friday,19,23,Ghana,Male,BA,2017
1154,MCF Account,WATER SMALL,1,Mannies Catering LTD,Friday,19,23,Ghana,Male,BA,2017
1154,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,19,23,Ghana,Male,BA,2017
1154,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,19,23,Ghana,Male,BA,2017
1154,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,19,23,Ghana,Male,BA,2017
1154,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,19,23,Ghana,Male,BA,2017
1154,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,19,23,Ghana,Male,BA,2017
1154,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,19,23,Ghana,Male,BA,2017
1154,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,19,23,Ghana,Male,BA,2017
1154,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,19,23,Ghana,Male,BA,2017
1154,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,19,23,Ghana,Male,BA,2017
1154,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,19,23,Ghana,Male,BA,2017
1154,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,19,23,Ghana,Male,BA,2017
1154,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,19,23,Ghana,Male,BA,2017
1154,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,19,23,Ghana,Male,BA,2017
1154,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,19,23,Ghana,Male,BA,2017
1154,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,19,23,Ghana,Male,BA,2017
1015,MCF Account,JOLLOF & CHICKEN,7,Mannies Catering LTD,Friday,19,21,Ghana,Female,CS,2018
1015,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,19,21,Ghana,Female,CS,2018
1015,MCF Account,BB COCKTAIL,3,Mannies Catering LTD,Friday,19,21,Ghana,Female,CS,2018
1015,MCF Account,WATER SMALL,1,Mannies Catering LTD,Friday,19,21,Ghana,Female,CS,2018
1015,MCF Account,WATER SMALL,1,Mannies Catering LTD,Friday,19,21,Ghana,Female,CS,2018
1079,15 GHC Limit Account,MP FANDANGO,2.75,Akorno Catering LTD,Friday,19,20,Ghana,Female,BA,2017
1079,15 GHC Limit Account,MP FANDANGO,2.75,Akorno Catering LTD,Friday,19,20,Ghana,Female,BA,2017
1128,MCF Account,JOLLOF & CHICKEN,7,Mannies Catering LTD,Friday,19,20,Ghana,Female,BA,2018
1128,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,19,20,Ghana,Female,BA,2018
1128,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,19,20,Ghana,Female,BA,2018
1128,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,19,20,Ghana,Female,BA,2018
1128,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,19,20,Ghana,Female,BA,2018
1135,MCF Account,Classic:PlainRice Beef,5.2,Akorno Catering LTD,Friday,19,19,Swaziland,Male,CS,2018
1135,MCF Account,Small Bottle Water,1,Akorno Catering LTD,Friday,19,19,Swaziland,Male,CS,2018
1095,MCF Account,Classic:Boiled Yam,5.2,Akorno Catering LTD,Friday,19,19,Ghana,Male,CS,2018
1095,MCF Account,Small Bottle Water,1,Akorno Catering LTD,Friday,19,19,Ghana,Male,CS,2018
1046,MCF Account,JOLLOF & CHICKEN,7,Mannies Catering LTD,Friday,19,18,Ghana,Female,Unkn,2018
1046,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,19,18,Ghana,Female,Unkn,2018
1046,MCF Account,WATER SMALL,1,Mannies Catering LTD,Friday,19,18,Ghana,Female,Unkn,2018
1046,MCF Account,WATER SMALL,1,Mannies Catering LTD,Friday,19,18,Ghana,Female,Unkn,2018
1046,MCF Account,WATER SMALL,1,Mannies Catering LTD,Friday,19,18,Ghana,Female,Unkn,2018
1046,MCF Account,WATER SMALL,1,Mannies Catering LTD,Friday,19,18,Ghana,Female,Unkn,2018
1046,MCF Account,BOILED EGG,0.8,Mannies Catering LTD,Friday,19,18,Ghana,Female,Unkn,2018
1074,MCF Account,WATER SMALL,1,Mannies Catering LTD,Friday,19,16,Ghana,Male,BA,2017
1074,MCF Account,WATER SMALL,1,Mannies Catering LTD,Friday,19,16,Ghana,Male,BA,2017
1007,MCF Account,WAAHYE & B.EGG,7,Mannies Catering LTD,Friday,19,13,Ghana,Female,BA,2018
1007,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,19,13,Ghana,Female,BA,2018
1007,MCF Account,WATER SMALL,1,Mannies Catering LTD,Friday,19,13,Ghana,Female,BA,2018
1060,20 GHC Limit Account,WAAHYE & B.EGG,7,Mannies Catering LTD,Friday,19,12,Ghana,Male,BA,2018
1060,20 GHC Limit Account,PACK,0.5,Mannies Catering LTD,Friday,19,12,Ghana,Male,BA,2018
1072,20 GHC Limit Account,JOLLOF & CHICKEN,7,Mannies Catering LTD,Friday,19,10,Ghana,Female,Unkn,2018
1072,20 GHC Limit Account,PACK,0.5,Mannies Catering LTD,Friday,19,10,Ghana,Female,Unkn,2018
1072,20 GHC Limit Account,PACK,0.5,Mannies Catering LTD,Friday,19,10,Ghana,Female,Unkn,2018
1146,MCF Account,Small Bottle Water,1,Akorno Catering LTD,Friday,19,8,Kenya,Female,Unkn,2018
1146,MCF Account,MP FANDANGO,2.75,Akorno Catering LTD,Friday,19,5,Kenya,Female,Unkn,2018
1055,MCF Account,MP FANDANGO,2.75,Akorno Catering LTD,Friday,19,5,Cameroun,Male,CS,2018
1162,MCF Account,Deluxe:Jollof Rice,6.9,Akorno Catering LTD,Friday,19,4,Kenya,Male,Unkn,2018
1162,MCF Account,Small Bottle Water,1,Akorno Catering LTD,Friday,19,4,Kenya,Male,Unkn,2018
1079,15 GHC Limit Account,Classic:PlainRice Beef,5.2,Akorno Catering LTD,Friday,19,3,Ghana,Female,BA,2017
1072,20 GHC Limit Account,JOLLOF & CHICKEN,7,Mannies Catering LTD,Friday,19,2,Ghana,Female,Unkn,2018
1072,20 GHC Limit Account,PACK,0.5,Mannies Catering LTD,Friday,19,2,Ghana,Female,Unkn,2018
1139,MCF Account,Deluxe:Fried Rice,6.9,Akorno Catering LTD,Friday,19,1,Ghana,Male,BA,2018
1139,MCF Account,CHOCOLATE CROISSANT,5.5,Akorno Catering LTD,Friday,19,1,Ghana,Male,BA,2018
1139,MCF Account,MP FANDANGO,2.75,Akorno Catering LTD,Friday,19,1,Ghana,Male,BA,2018
1139,MCF Account,Small Bottle Water,1,Akorno Catering LTD,Friday,19,1,Ghana,Male,BA,2018
1067,MCF Account,Deluxe:Chips & Chicken,6.9,Akorno Catering LTD,Friday,19,0,Uganda,Male,Unkn,2018
1067,MCF Account, MP TAKEOUT PACK,0.55,Akorno Catering LTD,Friday,19,0,Uganda,Male,Unkn,2018
1114,MCF Account,JOLLOF & CHICKEN,7,Mannies Catering LTD,Friday,19,0,Ghana,Male,MIS,2017
1114,MCF Account,H-WAAKYE/OMLET,5,Mannies Catering LTD,Friday,19,0,Ghana,Male,MIS,2017
1114,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,19,0,Ghana,Male,MIS,2017
1114,MCF Account,PACK,0.5,Mannies Catering LTD,Friday,19,0,Ghana,Male,MIS,2017
1114,MCF Account,BB COCKTAIL,3,Mannies Catering LTD,Friday,19,0,Ghana,Male,MIS,2017
